gpsWeek	gpsTow	day	mon	year	hour	min	sec	ecef_x_m	ecef_y_m	ecef_z_m	enlem_deg	boylam_deg	irtifa_m_msl	irtifa_m_ell
2169	463753.003000	6	8	2021	8	49	13	4208116.322000	2335567.682000	4171639.370000	41.1276	29.2209	146.372000	183.746000
2169	463754.003000	6	8	2021	8	49	14	4208116.284000	2335567.721000	4171639.369000	41.1286	29.2309	146.322000	183.706000
2169	463755.003000	6	8	2021	8	49	15	4208116.304000	2335567.711000	4171639.403000	41.1296	29.2409	146.362000	183.736000
2169	463756.003000	6	8	2021	8	49	16	4208116.271000	2335567.643000	4171639.372000	41.1306	29.2509	146.331000	183.705000
2169	463757.003000	6	8	2021	8	49	17	4208116.216000	2335567.704000	4171639.274000	41.1316	29.2609	146.270000	183.644000
2169	463758.003000	6	8	2021	8	49	18	4208116.254000	2335567.680000	4171639.271000	41.1326	29.2709	146.233000	183.607000
2169	463759.003000	6	8	2021	8	49	19	4208116.296000	2335567.615000	4171639.201000	41.1336	29.2809	146.232000	183.606000
2169	463760.003000	6	8	2021	8	49	20	4208116.270000	2335567.629000	4171639.230000	41.1346	29.2909	146.194000	183.569000
2169	463761.003000	6	8	2021	8	49	21	4208116.315000	2335567.553000	4171639.134000	41.1356	29.3009	146.150000	183.533000
2169	463762.003000	6	8	2021	8	49	22	4208116.265000	2335567.620000	4171638.941000	41.1366	29.3109	145.998000	183.373000
2169	463763.003000	6	8	2021	8	49	23	4208116.226000	2335567.572000	4171638.645000	41.1376	29.3209	145.788000	183.171000
2169	463764.003000	6	8	2021	8	49	24	4208116.093000	2335567.614000	4171638.361000	41.1386	29.3309	145.543000	182.926000
2169	463765.003000	6	8	2021	8	49	25	4208116.008000	2335567.581000	4171638.158000	41.1396	29.3409	145.321000	182.704000
2169	463766.003000	6	8	2021	8	49	26	4208115.932000	2335567.598000	4171637.949000	41.1406	29.3509	145.094000	182.468000
2169	463767.003000	6	8	2021	8	49	27	4208115.793000	2335567.525000	4171637.668000	41.1416	29.3609	144.899000	182.273000
