gpsWeek	gpsTow	day	mon	year	hour	min	sec	ecef_x_m	ecef_y_m	ecef_z_m	enlem_deg	boylam_deg	irtifa_m_msl	irtifa_m_ell
2169	466213.996000	6	8	2021	9	30	13	4208113.143000	2335565.483000	4171659.880000	41.108769	29.030928	157.010000	194.391000
2169	466214.996000	6	8	2021	9	30	14	4208113.368000	2335565.515000	4171658.910000	41.108762	29.030927	156.445000	193.826000
2169	466215.996000	6	8	2021	9	30	15	4208113.439000	2335565.526000	4171658.075000	41.108755	29.030926	155.993000	193.366000
2169	466216.996000	6	8	2021	9	30	16	4208113.667000	2335565.587000	4171657.778000	41.108752	29.030926	155.933000	193.306000
2169	466217.996000	6	8	2021	9	30	17	4208113.845000	2335565.658000	4171657.064000	41.108747	29.030925	155.612000	192.985000
2169	466218.996000	6	8	2021	9	30	18	4208113.862000	2335565.656000	4171657.317000	41.108748	29.030925	155.797000	193.179000
2169	466219.996000	6	8	2021	9	30	19	4208113.785000	2335565.703000	4171656.604000	41.108743	29.030925	155.339000	192.712000
2169	466220.996000	6	8	2021	9	30	20	4208113.823000	2335565.686000	4171656.257000	41.108741	29.030925	155.120000	192.501000
2169	466221.996000	6	8	2021	9	30	21	4208113.882000	2335565.687000	4171656.443000	41.108742	29.030925	155.310000	192.691000
2169	466222.996000	6	8	2021	9	30	22	4208113.898000	2335565.670000	4171656.184000	41.108740	29.030925	155.092000	192.474000
2169	466223.996000	6	8	2021	9	30	23	4208113.842000	2335565.699000	4171655.833000	41.108738	29.030926	154.837000	192.210000
2169	466224.996000	6	8	2021	9	30	24	4208113.801000	2335565.738000	4171655.650000	41.108736	29.030926	154.690000	192.063000
2169	466225.996000	6	8	2021	9	30	25	4208113.755000	2335565.709000	4171654.554000	41.108730	29.030926	153.920000	191.293000
2169	466226.996000	6	8	2021	9	30	26	4208113.692000	2335565.638000	4171653.574000	41.108724	29.030926	153.243000	190.616000
2169	466227.996000	6	8	2021	9	30	27	4208113.814000	2335565.667000	4171653.962000	41.108725	29.030925	153.524000	190.905000
2169	466228.996000	6	8	2021	9	30	28	4208113.737000	2335565.653000	4171653.619000	41.108724	29.030926	153.296000	190.669000
2169	466229.996000	6	8	2021	9	30	29	4208113.606000	2335565.665000	4171653.343000	41.108722	29.030926	153.007000	190.389000
2169	466230.996000	6	8	2021	9	30	30	4208113.588000	2335565.630000	4171653.509000	41.108723	29.030926	153.125000	190.507000
2169	466231.996000	6	8	2021	9	30	31	4208113.560000	2335565.613000	4171653.211000	41.108722	29.030927	152.892000	190.265000
2169	466232.996000	6	8	2021	9	30	32	4208113.761000	2335565.704000	4171654.198000	41.108727	29.030926	153.721000	191.103000
2169	466233.996000	6	8	2021	9	30	33	4208113.734000	2335565.699000	4171653.884000	41.108726	29.030926	153.467000	190.849000
2169	466234.996000	6	8	2021	9	30	34	4208113.568000	2335565.623000	4171653.045000	41.108720	29.030926	152.794000	190.176000
2169	466235.996000	6	8	2021	9	30	35	4208113.666000	2335565.662000	4171652.986000	41.108720	29.030926	152.857000	190.239000
2169	466236.996000	6	8	2021	9	30	36	4208113.744000	2335565.618000	4171652.610000	41.108717	29.030925	152.654000	190.027000
2169	466237.996000	6	8	2021	9	30	37	4208113.802000	2335565.628000	4171652.322000	41.108714	29.030925	152.455000	189.838000
2169	466238.996000	6	8	2021	9	30	38	4208113.879000	2335565.573000	4171652.094000	41.108713	29.030924	152.372000	189.754000
2169	466239.996000	6	8	2021	9	30	39	4208113.906000	2335565.612000	4171652.093000	41.108712	29.030924	152.394000	189.767000
2169	466240.996000	6	8	2021	9	30	40	4208113.869000	2335565.562000	4171650.724000	41.108703	29.030924	151.404000	188.777000
2169	466241.996000	6	8	2021	9	30	41	4208113.810000	2335565.591000	4171650.265000	41.108701	29.030924	151.118000	188.500000
2169	466242.996000	6	8	2021	9	30	42	4208113.755000	2335565.498000	4171649.760000	41.108698	29.030924	150.729000	188.102000
2169	466243.996000	6	8	2021	9	30	43	4208113.727000	2335565.503000	4171649.645000	41.108697	29.030924	150.653000	188.035000
2169	466244.996000	6	8	2021	9	30	44	4208113.807000	2335565.522000	4171649.582000	41.108696	29.030924	150.611000	187.993000
2169	466245.996000	6	8	2021	9	30	45	4208113.783000	2335565.464000	4171649.461000	41.108696	29.030924	150.537000	187.919000
2169	466246.996000	6	8	2021	9	30	46	4208113.700000	2335565.487000	4171649.022000	41.108693	29.030924	150.204000	187.577000
2169	466247.996000	6	8	2021	9	30	47	4208113.636000	2335565.481000	4171648.693000	41.108691	29.030924	149.870000	187.243000
2169	466248.996000	6	8	2021	9	30	48	4208113.564000	2335565.451000	4171648.286000	41.108689	29.030925	149.587000	186.969000
2169	466249.996000	6	8	2021	9	30	49	4208113.501000	2335565.447000	4171648.348000	41.108689	29.030924	149.615000	186.988000
2169	466250.996000	6	8	2021	9	30	50	4208113.478000	2335565.438000	4171647.906000	41.108687	29.030925	149.255000	186.637000
2169	466251.996000	6	8	2021	9	30	51	4208113.329000	2335565.326000	4171646.889000	41.108681	29.030925	148.468000	185.850000
2169	466252.996000	6	8	2021	9	30	52	4208113.285000	2335565.306000	4171646.760000	41.108680	29.030925	148.374000	185.757000
2169	466253.996000	6	8	2021	9	30	53	4208113.190000	2335565.313000	4171646.472000	41.108679	29.030925	148.132000	185.515000
2169	466254.996000	6	8	2021	9	30	54	4208113.068000	2335565.239000	4171646.164000	41.108677	29.030925	147.807000	185.189000
2169	466255.996000	6	8	2021	9	30	55	4208112.990000	2335565.269000	4171645.542000	41.108674	29.030926	147.337000	184.719000
2169	466256.996000	6	8	2021	9	30	56	4208112.928000	2335565.232000	4171645.324000	41.108672	29.030926	147.118000	184.491000
2169	466257.996000	6	8	2021	9	30	57	4208112.961000	2335565.199000	4171645.356000	41.108673	29.030926	147.158000	184.540000
2169	466258.996000	6	8	2021	9	30	58	4208112.776000	2335565.184000	4171644.917000	41.108671	29.030926	146.787000	184.170000
2169	466259.996000	6	8	2021	9	30	59	4208112.588000	2335565.150000	4171644.743000	41.108670	29.030926	146.506000	183.888000
2169	466260.996000	6	8	2021	9	31	0	4208112.438000	2335565.094000	4171644.247000	41.108668	29.030927	146.071000	183.454000
2169	466261.996000	6	8	2021	9	31	1	4208112.422000	2335564.993000	4171644.150000	41.108668	29.030927	145.993000	183.367000
2169	466262.996000	6	8	2021	9	31	2	4208112.106000	2335564.917000	4171643.365000	41.108664	29.030927	145.241000	182.615000
2169	466263.996000	6	8	2021	9	31	3	4208112.023000	2335564.872000	4171643.134000	41.108663	29.030928	144.972000	182.355000
2169	466264.996000	6	8	2021	9	31	4	4208111.933000	2335564.889000	4171642.544000	41.108660	29.030928	144.516000	181.889000
2169	466265.996000	6	8	2021	9	31	5	4208111.932000	2335564.878000	4171643.362000	41.108666	29.030928	145.097000	182.480000
2169	466266.996000	6	8	2021	9	31	6	4208111.985000	2335564.995000	4171644.453000	41.108672	29.030928	145.865000	183.247000
2169	466267.996000	6	8	2021	9	31	7	4208112.030000	2335564.982000	4171645.288000	41.108678	29.030928	146.469000	183.852000
2169	466268.996000	6	8	2021	9	31	8	4208112.088000	2335565.009000	4171646.115000	41.108683	29.030929	147.038000	184.411000
2169	466269.996000	6	8	2021	9	31	9	4208112.157000	2335565.100000	4171647.378000	41.108691	29.030929	147.951000	185.325000
2169	466270.996000	6	8	2021	9	31	10	4208112.218000	2335565.133000	4171648.431000	41.108698	29.030929	148.654000	186.036000
2169	466271.996000	6	8	2021	9	31	11	4208112.140000	2335565.090000	4171648.507000	41.108699	29.030929	148.637000	186.010000
2169	466272.996000	6	8	2021	9	31	12	4208112.209000	2335565.073000	4171649.319000	41.108704	29.030928	149.192000	186.565000
2169	466273.996000	6	8	2021	9	31	13	4208112.221000	2335565.110000	4171650.324000	41.108711	29.030929	149.946000	187.328000
2169	466274.996000	6	8	2021	9	31	14	4208112.251000	2335565.142000	4171650.748000	41.108713	29.030928	150.196000	187.578000
2169	466275.996000	6	8	2021	9	31	15	4208112.251000	2335565.184000	4171651.655000	41.108719	29.030929	150.882000	188.255000
2169	466276.996000	6	8	2021	9	31	16	4208112.246000	2335565.100000	4171652.112000	41.108723	29.030929	151.174000	188.547000
2169	466277.996000	6	8	2021	9	31	17	4208112.332000	2335565.071000	4171652.275000	41.108723	29.030928	151.257000	188.639000
2169	466278.996000	6	8	2021	9	31	18	4208112.460000	2335565.142000	4171652.679000	41.108725	29.030928	151.660000	189.033000
2169	466279.996000	6	8	2021	9	31	19	4208112.493000	2335565.167000	4171653.085000	41.108728	29.030927	151.923000	189.305000
2169	466280.996000	6	8	2021	9	31	20	4208112.487000	2335565.135000	4171653.485000	41.108730	29.030927	152.246000	189.619000
2169	466281.996000	6	8	2021	9	31	21	4208112.546000	2335565.200000	4171654.167000	41.108735	29.030928	152.732000	190.114000
2169	466282.996000	6	8	2021	9	31	22	4208112.513000	2335565.200000	4171654.938000	41.108740	29.030928	153.199000	190.571000
2169	466283.996000	6	8	2021	9	31	23	4208112.543000	2335565.179000	4171655.069000	41.108741	29.030928	153.306000	190.679000
2169	466284.996000	6	8	2021	9	31	24	4208112.470000	2335565.228000	4171655.503000	41.108744	29.030928	153.569000	190.951000
2169	466285.996000	6	8	2021	9	31	25	4208112.464000	2335565.234000	4171655.980000	41.108747	29.030928	153.814000	191.196000
2169	466286.996000	6	8	2021	9	31	26	4208112.395000	2335565.213000	4171656.791000	41.108754	29.030929	154.342000	191.724000
2169	466287.996000	6	8	2021	9	31	27	4208112.322000	2335565.227000	4171657.355000	41.108757	29.030929	154.692000	192.065000
2169	466288.996000	6	8	2021	9	31	28	4208112.267000	2335565.161000	4171657.680000	41.108760	29.030929	154.871000	192.252000
2169	466289.996000	6	8	2021	9	31	29	4208112.294000	2335565.228000	4171658.191000	41.108763	29.030929	155.149000	192.531000
2169	466290.996000	6	8	2021	9	31	30	4208112.193000	2335565.254000	4171658.704000	41.108767	29.030930	155.464000	192.845000
2169	466291.996000	6	8	2021	9	31	31	4208112.196000	2335565.258000	4171659.061000	41.108770	29.030930	155.689000	193.070000
2169	466292.996000	6	8	2021	9	31	32	4208112.228000	2335565.198000	4171658.585000	41.108766	29.030929	155.332000	192.713000
2169	466293.996000	6	8	2021	9	31	33	4208112.152000	2335565.138000	4171658.238000	41.108764	29.030929	155.114000	192.496000
2169	466294.996000	6	8	2021	9	31	34	4208112.272000	2335565.153000	4171658.479000	41.108766	29.030929	155.345000	192.727000
2169	466295.996000	6	8	2021	9	31	35	4208112.254000	2335565.127000	4171658.422000	41.108765	29.030929	155.293000	192.666000
2169	466296.996000	6	8	2021	9	31	36	4208112.199000	2335565.171000	4171658.678000	41.108767	29.030929	155.448000	192.821000
2169	466297.996000	6	8	2021	9	31	37	4208112.141000	2335565.114000	4171658.631000	41.108767	29.030929	155.379000	192.761000
2169	466298.996000	6	8	2021	9	31	38	4208112.123000	2335565.064000	4171658.600000	41.108767	29.030929	155.320000	192.702000
2169	466299.996000	6	8	2021	9	31	39	4208112.182000	2335565.057000	4171658.289000	41.108765	29.030928	155.104000	192.485000
2169	466300.996000	6	8	2021	9	31	40	4208112.132000	2335564.995000	4171658.192000	41.108765	29.030929	155.017000	192.398000
2169	466301.996000	6	8	2021	9	31	41	4208112.090000	2335564.960000	4171657.487000	41.108760	29.030928	154.509000	191.891000
2169	466302.996000	6	8	2021	9	31	42	4208112.015000	2335565.025000	4171657.276000	41.108759	29.030928	154.357000	191.739000
2169	466303.996000	6	8	2021	9	31	43	4208112.029000	2335565.002000	4171656.961000	41.108757	29.030929	154.077000	191.459000
2169	466304.996000	6	8	2021	9	31	44	4208111.897000	2335564.946000	4171656.772000	41.108756	29.030929	153.875000	191.256000
2169	466305.996000	6	8	2021	9	31	45	4208111.788000	2335564.880000	4171656.509000	41.108755	29.030929	153.668000	191.049000
2169	466306.996000	6	8	2021	9	31	46	4208111.736000	2335564.904000	4171656.680000	41.108756	29.030929	153.746000	191.127000
2169	466307.996000	6	8	2021	9	31	47	4208111.729000	2335564.958000	4171656.604000	41.108756	29.030930	153.664000	191.037000
2169	466308.996000	6	8	2021	9	31	48	4208111.705000	2335564.967000	4171656.983000	41.108759	29.030930	153.901000	191.283000
2169	466309.996000	6	8	2021	9	31	49	4208111.680000	2335564.976000	4171657.841000	41.108765	29.030931	154.470000	191.842000
2169	466310.996000	6	8	2021	9	31	50	4208111.678000	2335565.042000	4171658.359000	41.108768	29.030931	154.794000	192.175000
2169	466311.996000	6	8	2021	9	31	51	4208111.641000	2335565.054000	4171658.703000	41.108771	29.030932	155.014000	192.387000
2169	466312.996000	6	8	2021	9	31	52	4208111.677000	2335565.099000	4171658.217000	41.108767	29.030931	154.700000	192.082000
2169	466313.996000	6	8	2021	9	31	53	4208111.700000	2335565.082000	4171657.668000	41.108763	29.030931	154.371000	191.744000
2169	466314.996000	6	8	2021	9	31	54	4208111.673000	2335564.986000	4171657.175000	41.108760	29.030931	154.056000	191.437000
2169	466315.996000	6	8	2021	9	31	55	4208111.594000	2335564.963000	4171656.691000	41.108757	29.030931	153.688000	191.069000
2169	466316.996000	6	8	2021	9	31	56	4208111.704000	2335564.968000	4171656.221000	41.108754	29.030930	153.371000	190.752000
2169	466317.996000	6	8	2021	9	31	57	4208111.683000	2335564.834000	4171655.384000	41.108748	29.030929	152.831000	190.204000
2169	466318.996000	6	8	2021	9	31	58	4208111.738000	2335564.820000	4171654.646000	41.108743	29.030929	152.331000	189.713000
2169	466319.996000	6	8	2021	9	31	59	4208111.650000	2335564.745000	4171654.113000	41.108740	29.030928	151.981000	189.363000
2169	466320.996000	6	8	2021	9	32	0	4208111.689000	2335564.746000	4171653.792000	41.108738	29.030928	151.760000	189.133000
2169	466321.996000	6	8	2021	9	32	1	4208111.718000	2335564.774000	4171653.637000	41.108737	29.030928	151.669000	189.051000
2169	466322.996000	6	8	2021	9	32	2	4208111.701000	2335564.690000	4171653.465000	41.108735	29.030927	151.539000	188.912000
2169	466323.996000	6	8	2021	9	32	3	4208111.670000	2335564.682000	4171652.984000	41.108733	29.030927	151.219000	188.592000
2169	466324.996000	6	8	2021	9	32	4	4208111.742000	2335564.595000	4171652.127000	41.108727	29.030926	150.605000	187.987000
2169	466325.996000	6	8	2021	9	32	5	4208111.738000	2335564.585000	4171651.831000	41.108725	29.030926	150.432000	187.814000
2169	466326.996000	6	8	2021	9	32	6	4208111.746000	2335564.636000	4171651.774000	41.108724	29.030926	150.346000	187.719000
2169	466327.996000	6	8	2021	9	32	7	4208111.764000	2335564.585000	4171651.491000	41.108722	29.030926	150.204000	187.577000
2169	466328.996000	6	8	2021	9	32	8	4208111.656000	2335564.657000	4171651.583000	41.108723	29.030927	150.229000	187.602000
2169	466329.996000	6	8	2021	9	32	9	4208111.627000	2335564.589000	4171651.144000	41.108720	29.030927	149.937000	187.319000
2169	466330.996000	6	8	2021	9	32	10	4208111.692000	2335564.670000	4171651.660000	41.108724	29.030928	150.326000	187.699000
2169	466331.996000	6	8	2021	9	32	11	4208111.668000	2335564.822000	4171652.339000	41.108728	29.030929	150.738000	188.120000
2169	466332.996000	6	8	2021	9	32	12	4208111.598000	2335564.855000	4171652.699000	41.108731	29.030930	151.013000	188.395000
2169	466333.996000	6	8	2021	9	32	13	4208111.722000	2335564.938000	4171653.182000	41.108733	29.030930	151.426000	188.808000
2169	466334.996000	6	8	2021	9	32	14	4208111.662000	2335564.925000	4171653.071000	41.108733	29.030930	151.319000	188.691000
2169	466335.996000	6	8	2021	9	32	15	4208111.642000	2335564.925000	4171652.535000	41.108728	29.030930	150.957000	188.339000
2169	466336.996000	6	8	2021	9	32	16	4208111.736000	2335564.933000	4171652.113000	41.108726	29.030930	150.728000	188.100000
2169	466337.996000	6	8	2021	9	32	17	4208111.583000	2335564.972000	4171652.204000	41.108727	29.030931	150.708000	188.090000
2169	466338.996000	6	8	2021	9	32	18	4208111.511000	2335564.916000	4171652.070000	41.108726	29.030931	150.526000	187.899000
2169	466339.996000	6	8	2021	9	32	19	4208111.504000	2335565.019000	4171652.475000	41.108729	29.030932	150.846000	188.228000
2169	466340.996000	6	8	2021	9	32	20	4208111.461000	2335565.013000	4171653.019000	41.108733	29.030933	151.166000	188.539000
2169	466341.996000	6	8	2021	9	32	21	4208111.276000	2335565.029000	4171653.107000	41.108735	29.030933	151.154000	188.535000
2169	466342.996000	6	8	2021	9	32	22	4208111.320000	2335565.074000	4171653.119000	41.108734	29.030933	151.123000	188.505000
2169	466343.996000	6	8	2021	9	32	23	4208111.296000	2335565.126000	4171653.496000	41.108736	29.030934	151.412000	188.794000
2169	466344.996000	6	8	2021	9	32	24	4208111.281000	2335565.116000	4171653.519000	41.108737	29.030935	151.426000	188.808000
2169	466345.996000	6	8	2021	9	32	25	4208111.171000	2335565.180000	4171653.189000	41.108735	29.030935	151.152000	188.525000
2169	466346.996000	6	8	2021	9	32	26	4208111.124000	2335565.168000	4171653.234000	41.108736	29.030936	151.187000	188.560000
2169	466347.996000	6	8	2021	9	32	27	4208111.235000	2335565.279000	4171653.699000	41.108738	29.030936	151.520000	188.893000
2169	466348.996000	6	8	2021	9	32	28	4208111.183000	2335565.292000	4171653.573000	41.108738	29.030937	151.455000	188.836000
2169	466349.996000	6	8	2021	9	32	29	4208111.233000	2335565.384000	4171654.106000	41.108741	29.030937	151.906000	189.287000
2169	466350.996000	6	8	2021	9	32	30	4208111.363000	2335565.451000	4171654.566000	41.108743	29.030938	152.294000	189.676000
2169	466351.996000	6	8	2021	9	32	31	4208111.301000	2335565.509000	4171654.495000	41.108742	29.030938	152.212000	189.594000
2169	466352.996000	6	8	2021	9	32	32	4208111.387000	2335565.503000	4171653.982000	41.108739	29.030938	151.918000	189.291000
2169	466353.996000	6	8	2021	9	32	33	4208111.239000	2335565.443000	4171652.882000	41.108732	29.030937	151.086000	188.468000
2169	466354.996000	6	8	2021	9	32	34	4208111.497000	2335565.431000	4171653.263000	41.108734	29.030937	151.510000	188.892000
2169	466355.996000	6	8	2021	9	32	35	4208111.500000	2335565.483000	4171653.007000	41.108731	29.030937	151.323000	188.695000
2169	466356.996000	6	8	2021	9	32	36	4208111.633000	2335565.639000	4171653.135000	41.108731	29.030937	151.586000	188.959000
2169	466357.996000	6	8	2021	9	32	37	4208111.811000	2335565.626000	4171652.863000	41.108728	29.030936	151.492000	188.873000
2169	466358.996000	6	8	2021	9	32	38	4208111.942000	2335565.620000	4171652.564000	41.108726	29.030935	151.429000	188.802000
2169	466359.996000	6	8	2021	9	32	39	4208111.971000	2335565.537000	4171652.307000	41.108724	29.030935	151.243000	188.616000
2169	466360.996000	6	8	2021	9	32	40	4208112.198000	2335565.623000	4171652.543000	41.108724	29.030934	151.585000	188.958000
2169	466361.996000	6	8	2021	9	32	41	4208112.353000	2335565.653000	4171652.951000	41.108726	29.030933	151.977000	189.359000
2169	466362.996000	6	8	2021	9	32	42	4208112.555000	2335565.709000	4171653.496000	41.108729	29.030933	152.492000	189.874000
2169	466363.996000	6	8	2021	9	32	43	4208112.819000	2335565.676000	4171653.368000	41.108726	29.030931	152.475000	189.857000
2169	466364.996000	6	8	2021	9	32	44	4208113.094000	2335565.720000	4171653.651000	41.108727	29.030930	152.894000	190.276000
2169	466365.996000	6	8	2021	9	32	45	4208113.318000	2335565.647000	4171653.488000	41.108724	29.030928	152.922000	190.304000
2169	466366.996000	6	8	2021	9	32	46	4208113.565000	2335565.772000	4171653.588000	41.108724	29.030928	153.140000	190.522000
2169	466367.996000	6	8	2021	9	32	47	4208113.708000	2335565.695000	4171653.284000	41.108721	29.030927	153.049000	190.431000
2169	466368.996000	6	8	2021	9	32	48	4208114.000000	2335565.833000	4171653.784000	41.108723	29.030926	153.668000	191.041000
2169	466369.996000	6	8	2021	9	32	49	4208114.200000	2335565.794000	4171653.535000	41.108720	29.030924	153.625000	191.007000
2169	466370.996000	6	8	2021	9	32	50	4208114.626000	2335565.818000	4171653.411000	41.108717	29.030923	153.769000	191.151000
2169	466371.996000	6	8	2021	9	32	51	4208114.880000	2335565.883000	4171653.322000	41.108715	29.030922	153.933000	191.306000
2169	466372.996000	6	8	2021	9	32	52	4208115.180000	2335565.921000	4171653.143000	41.108712	29.030920	154.016000	191.389000
2169	466373.996000	6	8	2021	9	32	53	4208115.491000	2335565.975000	4171652.740000	41.108707	29.030918	153.978000	191.360000
2169	466374.996000	6	8	2021	9	32	54	4208115.639000	2335565.973000	4171652.402000	41.108704	29.030918	153.871000	191.245000
2169	466375.996000	6	8	2021	9	32	55	4208115.848000	2335566.061000	4171652.432000	41.108703	29.030917	154.065000	191.448000
2169	466376.996000	6	8	2021	9	32	56	4208116.199000	2335566.108000	4171652.643000	41.108702	29.030916	154.436000	191.818000
2169	466377.996000	6	8	2021	9	32	57	4208116.572000	2335566.160000	4171652.964000	41.108703	29.030914	154.958000	192.340000
2169	466378.996000	6	8	2021	9	32	58	4208117.010000	2335566.296000	4171653.629000	41.108705	29.030913	155.702000	193.084000
2169	466379.996000	6	8	2021	9	32	59	4208117.263000	2335566.199000	4171652.655000	41.108697	29.030911	155.191000	192.573000
2169	466380.996000	6	8	2021	9	33	0	4208117.596000	2335566.292000	4171653.054000	41.108698	29.030910	155.732000	193.105000
2169	466381.996000	6	8	2021	9	33	1	4208117.832000	2335566.225000	4171652.754000	41.108695	29.030908	155.674000	193.057000
2169	466382.996000	6	8	2021	9	33	2	4208118.113000	2335566.214000	4171652.481000	41.108692	29.030906	155.619000	193.001000
2169	466383.996000	6	8	2021	9	33	3	4208118.356000	2335566.257000	4171652.564000	41.108691	29.030905	155.856000	193.238000
2169	466384.996000	6	8	2021	9	33	4	4208118.661000	2335566.276000	4171652.745000	41.108690	29.030904	156.139000	193.521000
2169	466385.996000	6	8	2021	9	33	5	4208118.881000	2335566.319000	4171653.009000	41.108690	29.030902	156.512000	193.885000
2169	466386.996000	6	8	2021	9	33	6	4208119.211000	2335566.334000	4171653.344000	41.108691	29.030901	156.970000	194.352000
2169	466387.996000	6	8	2021	9	33	7	4208119.466000	2335566.403000	4171653.603000	41.108692	29.030900	157.354000	194.737000
2169	466388.996000	6	8	2021	9	33	8	4208119.815000	2335566.442000	4171654.217000	41.108694	29.030899	157.941000	195.324000
2169	466389.996000	6	8	2021	9	33	9	4208120.143000	2335566.528000	4171654.648000	41.108695	29.030897	158.495000	195.878000
2169	466390.996000	6	8	2021	9	33	10	4208120.475000	2335566.525000	4171655.020000	41.108695	29.030896	158.984000	196.366000
2169	466391.996000	6	8	2021	9	33	11	4208120.819000	2335566.634000	4171655.366000	41.108695	29.030895	159.470000	196.852000
2169	466392.996000	6	8	2021	9	33	12	4208121.097000	2335566.781000	4171655.739000	41.108697	29.030895	159.955000	197.328000
2169	466393.996000	6	8	2021	9	33	13	4208121.336000	2335566.908000	4171656.165000	41.108698	29.030894	160.411000	197.793000
2169	466394.996000	6	8	2021	9	33	14	4208121.537000	2335566.964000	4171656.405000	41.108698	29.030894	160.695000	198.077000
2169	466395.996000	6	8	2021	9	33	15	4208121.603000	2335567.022000	4171656.791000	41.108700	29.030894	161.082000	198.464000
2169	466396.996000	6	8	2021	9	33	16	4208121.811000	2335567.105000	4171657.082000	41.108701	29.030894	161.442000	198.824000
2169	466397.996000	6	8	2021	9	33	17	4208121.933000	2335567.164000	4171657.274000	41.108702	29.030894	161.680000	199.062000
2169	466398.996000	6	8	2021	9	33	18	4208122.073000	2335567.190000	4171657.550000	41.108703	29.030894	161.923000	199.305000
2169	466399.996000	6	8	2021	9	33	19	4208122.217000	2335567.285000	4171657.705000	41.108703	29.030893	162.163000	199.545000
2169	466400.996000	6	8	2021	9	33	20	4208122.321000	2335567.389000	4171658.060000	41.108704	29.030894	162.505000	199.887000
2169	466401.996000	6	8	2021	9	33	21	4208122.420000	2335567.432000	4171658.251000	41.108705	29.030894	162.732000	200.105000
2169	466402.996000	6	8	2021	9	33	22	4208122.518000	2335567.497000	4171658.557000	41.108706	29.030894	163.006000	200.388000
2169	466403.996000	6	8	2021	9	33	23	4208122.686000	2335567.534000	4171658.670000	41.108706	29.030894	163.196000	200.569000
2169	466404.996000	6	8	2021	9	33	24	4208122.830000	2335567.595000	4171658.900000	41.108707	29.030894	163.496000	200.878000
2169	466405.996000	6	8	2021	9	33	25	4208122.928000	2335567.744000	4171659.472000	41.108709	29.030895	163.967000	201.349000
2169	466406.996000	6	8	2021	9	33	26	4208123.046000	2335567.803000	4171659.437000	41.108709	29.030895	164.048000	201.430000
2169	466407.996000	6	8	2021	9	33	27	4208123.097000	2335567.892000	4171659.629000	41.108709	29.030895	164.289000	201.662000
2169	466408.996000	6	8	2021	9	33	28	4208123.244000	2335567.938000	4171659.821000	41.108709	29.030895	164.459000	201.832000
2169	466409.996000	6	8	2021	9	33	29	4208123.462000	2335568.111000	4171660.099000	41.108710	29.030895	164.847000	202.229000
2169	466410.996000	6	8	2021	9	33	30	4208123.567000	2335568.253000	4171660.599000	41.108713	29.030895	165.354000	202.736000
2169	466411.996000	6	8	2021	9	33	31	4208123.774000	2335568.414000	4171661.236000	41.108715	29.030896	165.955000	203.337000
2169	466412.996000	6	8	2021	9	33	32	4208123.885000	2335568.457000	4171660.949000	41.108713	29.030896	165.858000	203.240000
2169	466413.996000	6	8	2021	9	33	33	4208124.107000	2335568.590000	4171661.621000	41.108716	29.030896	166.460000	203.832000
2169	466414.996000	6	8	2021	9	33	34	4208124.283000	2335568.720000	4171662.267000	41.108719	29.030897	167.045000	204.427000
2169	466415.996000	6	8	2021	9	33	35	4208124.436000	2335568.840000	4171663.042000	41.108723	29.030897	167.718000	205.099000
2169	466416.996000	6	8	2021	9	33	36	4208124.539000	2335569.249000	4171665.021000	41.108734	29.030900	169.229000	206.602000
2169	466417.996000	6	8	2021	9	33	37	4208124.604000	2335569.292000	4171665.317000	41.108736	29.030900	169.473000	206.845000
2169	466418.996000	6	8	2021	9	33	38	4208124.729000	2335569.455000	4171666.059000	41.108740	29.030901	170.068000	207.440000
2169	466419.996000	6	8	2021	9	33	39	4208124.745000	2335569.608000	4171666.760000	41.108745	29.030903	170.640000	208.013000
2169	466420.996000	6	8	2021	9	33	40	4208124.714000	2335569.711000	4171667.676000	41.108750	29.030905	171.318000	208.700000
2169	466421.996000	6	8	2021	9	33	41	4208124.777000	2335569.745000	4171667.157000	41.108747	29.030904	170.977000	208.350000
2169	466422.996000	6	8	2021	9	33	42	4208124.832000	2335569.805000	4171667.266000	41.108747	29.030905	171.164000	208.537000
2169	466423.996000	6	8	2021	9	33	43	4208124.886000	2335569.872000	4171667.600000	41.108748	29.030905	171.445000	208.817000
2169	466424.996000	6	8	2021	9	33	44	4208124.955000	2335569.975000	4171667.887000	41.108750	29.030905	171.666000	209.048000
2169	466425.996000	6	8	2021	9	33	45	4208124.966000	2335570.076000	4171668.311000	41.108752	29.030907	171.996000	209.368000
2169	466426.996000	6	8	2021	9	33	46	4208125.041000	2335570.215000	4171668.583000	41.108753	29.030908	172.186000	209.568000
2169	466427.996000	6	8	2021	9	33	47	4208125.165000	2335570.349000	4171669.062000	41.108756	29.030908	172.686000	210.059000
2169	466428.996000	6	8	2021	9	33	48	4208125.182000	2335570.405000	4171669.444000	41.108758	29.030909	172.986000	210.368000
2169	466429.996000	6	8	2021	9	33	49	4208125.182000	2335570.551000	4171669.677000	41.108759	29.030910	173.178000	210.560000
2169	466430.996000	6	8	2021	9	33	50	4208125.209000	2335570.689000	4171669.949000	41.108761	29.030912	173.409000	210.782000
2169	466431.996000	6	8	2021	9	33	51	4208125.133000	2335570.678000	4171669.391000	41.108757	29.030912	173.026000	210.408000
2169	466432.996000	6	8	2021	9	33	52	4208125.254000	2335570.793000	4171669.303000	41.108755	29.030912	173.069000	210.441000
